Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
Apr 12 2022 18:12:32,238,1,5,6,1.29,0.975,0.974,0.974,4,1,0.0246,0.0262,0.0262,-0.0015,-0.0001,【2020年】 一、单项选择题（本大题共 10 小题，每小题 1 分，共 10 分） 1. 先秦时期极力主张“仁政”思想的是（ B ）。 A. 庄子  B.[.]  C. 墨子  D. 荀子 2. 《史记》五种体例中，“列传” 记述的内容是（ B ）。 A. 历朝诸侯贵族的活动和事迹 B. 不同阶层、类型人物及少数民族的事迹 C .
Apr 13 2022 15:08:05,507,1,2,2,0.91,0.945,0.969,0.969,1,0,0.9452,0.9687,0.9687,-0.0235,-0.045,“仓廪实而知礼节，衣食足而知荣辱。”这句话的出处是（ [.] ）。
Apr 14 2022 09:23:52,505,2,2,1,0.62,0.889,0.941,0.941,2,0,0.8887,0.9414,0.9414,-0.0527,-0.0965,晋宋之际第一个大力创作山水诗的人是[.]。
Apr 15 2022 09:54:12,19,1,2,3,1.47,0.94,0.996,0.996,4,1,0.0595,0.0041,0.0041,0.0554,0.0035,英语范文---3.28  65 percent of the population haven’t participated in physical activities and 35 percent of them have participated in physical activities. As we all know_ lack of .
Apr 15 2022 09:54:20,507,2,3,5,1.56,0.916,0.829,0.829,4,1,0.0835,0.1712,0.1712,-0.0877,-0.0223,“仓廪实而知礼节，衣食足而知荣辱。”这句话的出处是（ [.] ）。
Apr 15 2022 09:54:32,505,1,2,2,0.87,0.962,0.898,0.92,4,1,0.0383,0.102,0.0805,-0.0421,-0.005,晋宋之际第一个大力创作山水诗的人是[.]。
Apr 16 2022 08:06:21,937,1,2,7,3.72,0.962,0.97,0.97,3,1,0.0381,0.0302,0.0302,0.0079,0.0005,议论文模板（全）  备注：这个模板给出的思路是最稳妥，最中规中矩的思路。大家都可以参考。对于英语比较好的同学，完全可以自己发挥。对于英语不太好，自己实在写不出来的同学可以背这几个模板，然后根据具体题目适当补充内容。模板背完之后一定要多写几篇作文练习一下到底怎么用。这个是关键。 1．  有提纲 按照提纲分段表述，有几条提纲，写几段，且每一段 .
Apr 16 2022 08:06:57,657,2,4,7,1.67,0.921,0.962,0.962,3,1,0.0787,0.0382,0.0382,0.0405,0.0047,英语范文---3.28  65 percent of the population haven’t participated in physical activities and 35 percent of them have participated in physical activities. As we all know_ [ .
Apr 16 2022 08:07:18,660,2,4,2,0.62,0.918,0.962,0.962,4,1,0.0824,0.0384,0.0384,0.044,0.0053,英语范文---3.28  65 percent of the population haven’t participated in physical activities and 35 percent of them have participated in physical activities. As we all know_ lack of .
Apr 16 2022 08:07:40,509,4,10,5,0.49,0.835,0.871,0.871,4,1,0.1646,0.1289,0.1289,0.0357,0.0105,茅盾的[.]是中国现代文学史上写实主义巨著。
Apr 16 2022 08:07:45,659,2,5,4,0.75,0.915,0.96,0.96,4,1,0.0853,0.0402,0.0402,0.0451,0.0057,英语范文---3.28  65 percent of the population haven’t participated in physical activities and 35 percent of them have participated in physical activities. As we all know_ lack of .
Apr 16 2022 08:11:22,264,4,14,4,0.27,0.859,0.851,0.851,5,1,0.1406,0.1487,0.1487,-0.0081,-0.0023,[.]被称为雨巷诗人。
Apr 17 2022 10:36:35,658,3,7,6,0.85,0.899,0.915,0.915,4,1,0.1011,0.0849,0.0849,0.0162,0.003,英语范文---3.28  65 percent of the population haven’t participated in physical activities and 35 percent of them have participated in physical activities. As we all know_ lack of .
Apr 17 2022 11:03:26,936,2,4,9,2.27,0.933,0.918,0.918,4,1,0.0667,0.0824,0.0824,-0.0157,-0.0023,英语范文---3.29  From the picture_ we can get a lot of information. 65% of people don’t play sports and 35% of people play sports. People who don_t play sports are more than .
Apr 17 2022 11:04:25,505,2,3,5,1.62,0.916,0.93,0.93,4,1,0.0841,0.0701,0.0701,0.014,0.0022,晋宋之际第一个大力创作山水诗的人是[.]。
Apr 18 2022 19:39:20,19,3,9,19,2.11,0.9,0.981,0.981,5,1,0.1,0.0188,0.0188,0.0812,0.0096,英语范文---3.28  65 percent of the population haven’t participated in physical activities and 35 percent of them have participated in physical activities. As we all know_ lack of .
Apr 18 2022 19:39:23,125,4,14,6,0.45,0.884,0.858,0.858,5,1,0.1159,0.142,0.142,-0.026,-0.0067,英语范文---3.28  65 percent of the population haven’t participated in physical activities and 35 percent of them have participated in physical activities. As we all know_ lack of .
Apr 18 2022 19:39:26,935,3,9,6,0.63,0.916,0.862,0.862,5,1,0.084,0.1384,0.1384,-0.0545,-0.0121,英语范文---3.29  From the picture_ we can get a lot of information. 65% of people don’t play sports and 35% of people play sports. People who don_t play sports are more than .
Apr 18 2022 19:39:58,238,6,14,23,1.64,0.768,0.974,0.978,4,1,0.2316,0.0258,0.0222,0.2094,0.0531,【2020年】 一、单项选择题（本大题共 10 小题，每小题 1 分，共 10 分） 1. 先秦时期极力主张“仁政”思想的是（ B ）。 A. 庄子  B.[.]  C. 墨子  D. 荀子 2. 《史记》五种体例中，“列传” 记述的内容是（ B ）。 A. 历朝诸侯贵族的活动和事迹 B. 不同阶层、类型人物及少数民族的事迹 C .
Apr 20 2022 10:21:57,660,4,7,20,2.85,0.932,0.984,0.988,3,1,0.0678,0.016,0.012,0.0559,0.0045,英语范文---3.28  65 percent of the population haven’t participated in physical activities and 35 percent of them have participated in physical activities. As we all know_ lack of .
Apr 20 2022 10:22:01,659,4,7,24,3.49,0.938,0.984,0.989,4,1,0.0619,0.0159,0.0109,0.051,0.0037,英语范文---3.28  65 percent of the population haven’t participated in physical activities and 35 percent of them have participated in physical activities. As we all know_ lack of .
Apr 20 2022 10:22:10,507,5,7,9,1.23,0.882,0.879,0.879,3,1,0.1179,0.1213,0.1213,-0.0034,-0.0008,“仓廪实而知礼节，衣食足而知荣辱。”这句话的出处是（ [.] ）。
Apr 22 2022 08:33:46,509,6,19,34,1.79,0.96,0.984,0.99,5,1,0.0397,0.0162,0.0102,0.0295,0.0015,茅盾的[.]是中国现代文学史上写实主义巨著。
Apr 22 2022 08:33:51,505,5,13,12,0.95,0.882,0.897,0.919,5,1,0.1179,0.103,0.0812,0.0367,0.0073,晋宋之际第一个大力创作山水诗的人是[.]。
Apr 22 2022 08:33:54,264,6,22,49,2.24,0.973,0.984,0.987,5,1,0.0273,0.0157,0.0133,0.014,0.0006,[.]被称为雨巷诗人。
Apr 23 2022 10:15:18,937,7,18,24,1.35,0.704,0.971,0.979,5,1,0.2962,0.0294,0.0209,0.2753,0.0873,议论文模板（全）  备注：这个模板给出的思路是最稳妥，最中规中矩的思路。大家都可以参考。对于英语比较好的同学，完全可以自己发挥。对于英语不太好，自己实在写不出来的同学可以背这几个模板，然后根据具体题目适当补充内容。模板背完之后一定要多写几篇作文练习一下到底怎么用。这个是关键。 1．  有提纲 按照提纲分段表述，有几条提纲，写几段，且每一段 .
Apr 23 2022 10:15:24,657,7,19,47,2.49,0.858,0.973,0.982,5,1,0.1424,0.0274,0.0179,0.1245,0.02,英语范文---3.28
Apr 23 2022 10:15:29,658,6,18,35,1.96,0.938,0.981,0.99,5,1,0.0619,0.0187,0.0101,0.0518,0.0037,英语范文---3.28  65 percent of the population haven’t participated in physical activities and 35 percent of them have participated in physical activities. As we all know_ lack of .
Apr 24 2022 06:58:55,296,7,14,4,0.31,0.854,0.741,0.741,3,1,0.146,0.2587,0.2587,-0.1127,-0.0456,27 = 128 = 7个二进制的全部可能的个数. 7位二进制数 转换成十进制最大为 = 27  - 1. 7位二进制  最高位 为    1 * 26
Apr 24 2022 06:59:00,935,6,14,74,5.28,0.96,0.985,0.992,3,1,0.0405,0.0149,0.0083,0.0322,0.0016,英语范文---3.29  From the picture_ we can get a lot of information. 65% of people don’t play sports and 35% of people play sports. People who don_t play sports are more than .
Apr 24 2022 06:59:04,125,6,22,33,1.5,0.973,0.985,0.992,5,1,0.0273,0.0147,0.0082,0.0191,0.0007,英语范文---3.28  65 percent of the population haven’t participated in physical activities and 35 percent of them have participated in physical activities. As we all know_ lack of .
4月 26 2022 12:05:07,936,9,20,29,1.47,0.854,0.971,0.982,4,1,0.1462,0.0287,0.018,0.1282,0.021,英语范文---3.29  From the picture_ we can get a lot of information. 65% of people don’t play sports and 35% of people play sports. People who don_t play sports are more than .
Apr 29 2022 20:32:06,507,9,12,27,2.22,0.873,0.917,0.917,4,1,0.1273,0.0833,0.0833,0.044,0.0093,“仓廪实而知礼节，衣食足而知荣辱。”这句话的出处是（ [.] ）。
May 03 2022 11:35:06,296,9,15,54,3.59,0.951,0.979,0.988,3,1,0.0489,0.0206,0.0123,0.0367,0.0022,27 = 128 = 7个二进制的全部可能的个数. 7位二进制数 转换成十进制最大为 = 27  - 1. 7位二进制  最高位 为    1 * 26
May 03 2022 11:35:54,657,10,51,48,0.95,0.965,0.977,0.986,3,1,0.0352,0.0235,0.0138,0.0214,0.001,英语范文---3.28
May 03 2022 11:35:58,658,10,43,91,2.11,0.964,0.98,0.99,5,1,0.0359,0.0195,0.0104,0.0256,0.0012,英语范文---3.28  65 percent of the population haven’t participated in physical activities and 35 percent of them have participated in physical activities. As we all know_ lack of .
May 03 2022 11:36:00,19,15,41,61,1.49,0.89,0.954,0.964,5,1,0.1105,0.0464,0.0362,0.0743,0.0109,英语范文---3.28  65 percent of the population haven’t participated in physical activities and 35 percent of them have participated in physical activities. As we all know_ lack of .
May 03 2022 11:36:04,659,13,34,75,2.21,0.862,0.968,0.979,5,1,0.1385,0.0318,0.0213,0.1172,0.0187,英语范文---3.28  65 percent of the population haven’t participated in physical activities and 35 percent of them have participated in physical activities. As we all know_ lack of .
May 03 2022 11:36:07,125,9,41,103,2.52,0.975,0.984,0.992,5,1,0.0248,0.0163,0.0084,0.0163,0.0005,英语范文---3.28  65 percent of the population haven’t participated in physical activities and 35 percent of them have participated in physical activities. As we all know_ lack of .
May 03 2022 11:36:09,660,13,31,78,2.5,0.862,0.968,0.987,5,1,0.1385,0.0318,0.0125,0.126,0.019,英语范文---3.28  65 percent of the population haven’t participated in physical activities and 35 percent of them have participated in physical activities. As we all know_ lack of .
May 03 2022 11:36:12,935,9,79,59,0.75,0.957,0.984,0.992,5,1,0.043,0.016,0.0079,0.0351,0.0018,英语范文---3.29  From the picture_ we can get a lot of information. 65% of people don’t play sports and 35% of people play sports. People who don_t play sports are more than .
May 03 2022 11:36:13,936,7,33,114,3.47,0.975,0.988,0.993,5,1,0.0245,0.0124,0.0068,0.0177,0.0006,英语范文---3.29  From the picture_ we can get a lot of information. 65% of people don’t play sports and 35% of people play sports. People who don_t play sports are more than .
