Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
Nov 12 2023 12:50:13,216,1,2,1,0.5,0.948,0.97,0.97,2,0,0.9479,0.97,0.97,-0.0221,-0.0424,要直面生活的真相，嘴上说说很容易，但真正做到并不容易。你很难承认，自己对当前的感情关系并不满意；你很难承认，自己选择了错误的职业道路；你很难承认，面前镜子里这个人已经变成了自己不喜欢的样子。 但无论多么不容易，承认问题依然是必须要有的第一步。如果你[.]自己正站在A点，那就永远没法从A点走到想要的B点。你否认A，抗拒A，拒绝接受A，这些只会让你一直停留在A。
Nov 12 2023 12:50:27,217,1,2,1,0.66,0.945,0.969,0.969,2,0,0.9452,0.9687,0.9687,-0.0236,-0.0451,[.]的第一条基础原则：真实。
Nov 12 2023 12:51:01,240,1,2,2,1.24,0.943,0.968,0.968,2,0,0.9427,0.9682,0.9682,-0.0255,-0.0488,生活中本没有什么[.]必须遵循，我们要真正意识到这一点，不盲目遵从他人。我们闭上眼睛不愿接受的，我们试图逃避的，我们一味否认、排斥、鄙视的，往往就是将我们打败的。那些看起来艰难、痛苦和邪恶的东西，最终会变成美丽、愉悦与力量的源泉，只要我们用开放的心态去面对。如果能够明白这一点，生命中的每一刻都将变得弥足珍贵。 ——亨利·米勒
Nov 12 2023 12:51:23,251,1,2,1,0.5,0.94,0.968,0.968,2,0,0.9405,0.9677,0.9677,-0.0272,-0.0518,作为一个拥有自由意志的人，我们获得成长的一个最主要途径就是：持续发现更多[.]的现实真相。无论你过着什么样的生活，都必然会从这种生活中获得某些经验。但是，如果你能够清醒自主地探求真相、远离虚伪和排斥，那就能极大地提升个人成长的水平。
Nov 12 2023 12:51:37,301,1,13,4,0.28,0.938,0.967,0.967,3,1,0.0615,0.033,0.033,0.0286,0.0027,生活中本没有什么既定规则必须遵循，我们要真正意识到这一点，不盲目[.]他人。我们闭上眼睛不愿接受的，我们试图逃避的，我们一味否认、排斥、鄙视的，往往就是将我们打败的。那些看起来艰难、痛苦和邪恶的东西，最终会变成美丽、愉悦与力量的源泉，只要我们用开放的心态去面对。如果能够明白这一点，生命中的每一刻都将变得弥足珍贵。 ——亨利·米勒
Nov 12 2023 12:52:03,377,1,15,7,0.5,0.937,0.966,0.966,3,1,0.0633,0.0338,0.0338,0.0295,0.0029,[.]就是检验真实原则的终极标准。如果你的思维、信仰、行动没有遵从真实原则，那么结果就会出问题。
Nov 12 2023 12:52:13,378,1,12,3,0.24,0.935,0.966,0.966,5,1,0.065,0.0344,0.0344,0.0306,0.003,现实就是检验真实原则的终极标准。如果你的思维、信仰、行动没有遵从真实原则，那么[.]就会出问题。
Nov 12 2023 12:52:18,380,1,9,4,0.39,0.933,0.965,0.965,4,1,0.0665,0.0348,0.0348,0.0317,0.0032,个人成长的第一条基础原则：[.]。
Nov 12 2023 12:52:35,382,1,7,3,0.4,0.932,0.965,0.965,3,1,0.068,0.035,0.035,0.0329,0.0034,作为一个拥有自由意志的人，我们获得成长的一个最主要途径就是：持续发现更多关于我们自己、关于外部世界的[.]。无论你过着什么样的生活，都必然会从这种生活中获得某些经验。但是，如果你能够清醒自主地探求真相、远离虚伪和排斥，那就能极大地提升个人成长的水平。
Nov 12 2023 12:54:04,383,1,5,4,0.78,0.931,0.965,0.965,5,1,0.0692,0.0354,0.0354,0.0338,0.0035,作为一个拥有自由意志的人，我们获得成长的一个最主要途径就是：持续发现更多关于我们自己、关于外部世界的现实真相。无论你过着什么样的生活，都必然会从这种生活中获得某些经验。但是，如果你能够清醒自主地[.]、远离虚伪和排斥，那就能极大地提升个人成长的水平。
Nov 12 2023 12:55:07,384,1,3,2,0.67,0.93,0.964,0.964,4,1,0.0704,0.0358,0.0358,0.0346,0.0037,作为一个拥有自由意志的人，我们获得成长的一个最主要途径就是：持续发现更多关于我们自己、关于外部世界的现实真相。无论你过着什么样的生活，都必然会从这种生活中获得某些经验。但是，如果你能够清醒自主地探求真相、远离[.]，那就能极大地提升个人成长的水平。
Nov 12 2023 12:55:52,386,1,1,2,2.33,0.928,0.964,0.964,2,0,0.9285,0.9639,0.9639,-0.0354,-0.067,真实原则的五个组成部分：[.]、预测、准确度、接纳、自我认知。
Nov 12 2023 12:55:58,387,1,11,3,0.31,0.927,0.963,0.963,4,1,0.0725,0.0369,0.0369,0.0356,0.0039,真实原则的五个组成部分：觉察、[.]、准确度、接纳、自我认知。
Nov 12 2023 12:56:05,388,1,7,3,0.47,0.926,0.963,0.963,5,1,0.0735,0.0372,0.0372,0.0363,0.004,真实原则的五个组成部分：觉察、预测、[.]、接纳、自我认知。
Nov 12 2023 12:56:14,389,1,7,1,0.2,0.926,0.962,0.962,3,1,0.0744,0.0375,0.0375,0.0368,0.0041,真实原则的五个组成部分：觉察、预测、准确度、[.]、自我认知。
Nov 12 2023 12:56:24,390,1,7,6,0.84,0.925,0.962,0.962,4,1,0.0752,0.0378,0.0378,0.0374,0.0042,真实原则的五个组成部分：觉察、预测、准确度、接纳、[.]。
Nov 12 2023 12:56:40,392,1,1,1,1,0.924,0.962,0.962,2,0,0.924,0.962,0.962,-0.038,-0.0717,[.]中最基础的一部分，就是觉察。
Nov 12 2023 12:56:50,393,1,7,5,0.65,0.923,0.961,0.961,5,1,0.0767,0.0387,0.0387,0.038,0.0044,真实原则中最基础的一部分，就是[.]。
Nov 12 2023 12:57:01,394,1,1,1,1,0.923,0.961,0.961,2,0,0.9226,0.961,0.961,-0.0384,-0.0724,如果你想改变生活中的某个方面，首先就需要[.]这个方面，知道此刻的现实真相。比如，你想搞清楚自己的感情关系到底怎么样，那第一步就是问问自己：我对这份关系的感觉如何？哪一部分感觉很好？哪一部分需要改善？也用同样的问题问问伴侣，然后对比一下你们俩的答案。弄清楚当下的现实真相，然后你才能知道该做出什么改变。
Nov 12 2023 12:57:10,395,1,1,1,1.15,0.922,0.96,0.96,1,0,0.9219,0.9602,0.9602,-0.0383,-0.072,如果你想改变生活中的某个方面，首先就需要关注这个方面，知道此刻的[.]。比如，你想搞清楚自己的感情关系到底怎么样，那第一步就是问问自己：我对这份关系的感觉如何？哪一部分感觉很好？哪一部分需要改善？也用同样的问题问问伴侣，然后对比一下你们俩的答案。弄清楚当下的现实真相，然后你才能知道该做出什么改变。
Nov 12 2023 12:57:28,396,1,13,3,0.21,0.921,0.959,0.959,3,1,0.0787,0.0406,0.0406,0.0381,0.0045,如果你想改变生活中的某个方面，首先就需要关注这个方面，知道此刻的现实真相。 比如，你想搞清楚自己的感情关系到底怎么样，那第一步就是问问自己：我对这份关系的感觉如何？哪一部分感觉很好？哪一部分需要改善？也用同样的问题问问伴侣，然后对比一下你们俩的答案。 [.]当下的现实真相，然后你才能知道该做出什么改变。
Nov 12 2023 12:58:16,398,1,10,3,0.31,0.921,0.959,0.959,3,1,0.0793,0.0406,0.0406,0.0387,0.0046,你在个人成长道路上的第一步，就是能够意识到：[.]存在这样的问题是可以理解的。你想要达成某个目标，暂时还不知道该怎么做，这完全可以；但不可以的是，你跟自己说谎，假装现在的一切都很完美，而你心里知道其实并非如此。最好的生命状态，就是能够欣然享受漫漫人生中成长的过程，包括其中短暂存在的那些问题。
Nov 12 2023 12:58:31,399,1,7,1,0.2,0.92,0.959,0.959,3,1,0.0798,0.0409,0.0409,0.0389,0.0047,你在个人成长道路上的第一步，就是能够意识到：当前的生活状态，并不是自己真正想要的样子。存在这样的问题是可以理解的。你想要达成某个目标，暂时还不知道该怎么做，这完全可以；但不可以的是，你跟自己说谎，假装现在的一切都很完美，而你心里知道其实并非如此。最好的生命状态，就是能够[.]漫漫人生中成长的过程，包括其中短暂存在的那些问题。
Nov 12 2023 12:58:35,400,1,11,3,0.28,0.92,0.959,0.959,5,1,0.0803,0.0411,0.0411,0.0392,0.0048,你在个人成长道路上的第一步，就是能够意识到：当前的生活状态，并不是自己真正想要的样子。存在这样的问题是可以理解的。你想要达成某个目标，暂时还不知道该怎么做，这完全可以；但不可以的是，你跟自己说谎，假装现在的一切都很完美，而你心里知道其实并非如此。最好的生命状态，就是能够欣然享受漫漫人生中成长的过程，包括其中短暂存在的那些[.]。
Nov 12 2023 12:58:48,402,1,5,3,0.61,0.919,0.959,0.959,3,1,0.0808,0.0413,0.0413,0.0396,0.0048,要直面生活的真相，嘴上说说很容易，但真正做到并不容易。你很难承认，自己对当前的感情关系并不满意；你很难承认，自己选择了错误的职业道路；你很难承认，面前镜子里这个人已经变成了自己不喜欢的样子。 但无论多么不容易，[ .
Nov 12 2023 13:00:02,405,1,9,6,0.66,0.919,0.959,0.959,3,1,0.0813,0.0415,0.0415,0.0398,0.0049,[.]指的是，你从自身经历中获得经验，进而能够判断真实的未来会是什么样子。
Nov 12 2023 13:00:09,406,1,12,4,0.37,0.918,0.958,0.958,5,1,0.0818,0.0417,0.0417,0.04,0.0049,预测指的是，你从自身经历中获得[.]，进而能够判断真实的未来会是什么样子。
Nov 12 2023 13:00:14,407,1,5,3,0.59,0.918,0.958,0.958,5,1,0.0822,0.042,0.042,0.0402,0.005,预测指的是，你从自身经历中获得经验，进而能够判断[.]会是什么样子。
Nov 12 2023 13:00:30,410,1,11,3,0.23,0.917,0.958,0.984,5,1,0.0826,0.0421,0.0163,0.0663,0.0066,我们知道爱是一种[.]，但爱又远远不止于此。. 你在人生中遇到的所有问题，背后其实都隐含着一个基本选择：要什么，以及不要什么。. 你可以选择与人建立联结，或者选择疏远；可以选择充分沉浸在工作中，或者选择拖延；可以选择接近某个人、地点、物品，又或者与之保持距离。. 爱的本质，就是选择去建立联结。
